400 400
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.82478e-06 1.8495e-05 1.07217e-05
2.37707e-05 4.75413e-06 1.18853e-05
1.67604e-05 2.74176e-05 1.97874e-05
6.03496e-05 9.48852e-05 6.94297e-05
0.000121588 0.000107397 0.000100174
0.000100982 0.000117826 9.67679e-05
0.000145322 0.000129909 0.000120462
0.000203206 0.000132842 0.000145307
0.00020168 0.000143446 0.000149715
0.000197289 0.000109921 0.000132044
0.000261898 0.00015967 0.000181805
0.00038769 0.000267279 0.000283783
0.00048033 0.000317763 0.000345251
0.00051075 0.000270602 0.000335222
0.000345055 0.0001449 0.000208499
0.00018686 6.57466e-05 0.00010688
0.000280567 9.8872e-05 0.000160551
0.000372816 0.000132392 0.000213819
0.0003109 0.00012074 0.000183208
0.000555811 0.000120711 0.000282431
0.000304262 0.000193212 0.00021487
0.000117944 3.71723e-05 6.54107e-05
0.00022266 4.8831e-05 0.000113368
0.00011231 0.000118021 0.00010145
0.000194606 6.27504e-05 0.000108598
0.000359207 0.000123437 0.00020406
0.000283215 0.000199477 0.000209312
0.000498999 0.000302022 0.000345354
0.000598531 0.000260761 0.000366126
0.000445363 0.000178934 0.000265276
0.000222753 0.000156836 0.0001646
0.000425041 0.000195685 0.000264982
0.000166498 7.02952e-05 0.000100785
0.000199645 4.4458e-05 0.000101969
0.000257208 9.70359e-05 0.000150216
0.000178883 8.36403e-05 0.000112129
